"","lat","long","sog","cog","heading","rot","nav_stt","timestamp","mmsi","shiptype","ship_name","year_of_build","country_of_build","ship_status_eff_date","ship_type_group","ship_type_level2","flag_code","flag_eff_date","flag_name","port_of_registry","call_sign","charterer_latest_reported","class_narrative","displacement","draught","length_registered","net_tonnage","pandi_club","sale_price_usd","doc_company","group_ben_owner","group_ben_ownercountry_ofcontrol","operator","registered_owner","registered_owner_countryofregistration","ship_manager","ship_manager_countryofcontrol","technical_mgr","ship_builder","grosstonnage","deadweight","lengthoverallloa","lengthbetweenperpendicularslbp","countryofeconomicbenefit","fueltype1capacity","fueltype1code","fueltype1first"
"326","41.38772","29.030983000000003","0.10000000149011612","242.0","76.0","0.0","0.0","2022-02-16 15:07:00",374540000,"75","HTK NEPTUNE",2007,"Japan",20070807,"Bulk Carrier-Large Handy","Dry Cargo/Passenger","PAN",201812,"Panama","Panama","3FDD","Falcon","Nippon Kaiji Kyokai (2007-08-00)Survey Type: Date: 2007-08  NK: Special Survey Date: 2020-06-06 Class Notation: NS(BC-A)(IWS)(IHM) /MNSCHG, MPP, LSA, RCF, AFS, BWM",45382,10.85,170.58,12674,"West of England",11500000,"HTK Shipping & Import Export","Vietnam Govt","Vietnam","HTK Shipping & Import Export","HTK Shipping & Import Export","Vietnam","HTK Shipping & Import Export","Vietnam","HTK Shipping & Import Export","Saiki Heavy Industries Co Ltd",22698,37426,177.8,169.8,"Vietnam",285,"DF","Distillate Fuel"
"327","40.388000000000005","27.9947","0.10000000149011612","150.60000610351562","58.0","0.0","1.0","2022-02-16 14:43:00",273298020,"75","NIKOLAI LEONOV",2021,"Russia",20210719,"General Cargo 5,000-9,999 dwt","Dry Cargo/Passenger","RUS",202107,"Russia","Taganrog","UBLV9","","Russian Maritime Register (2021-07-00)Survey Type: Date: 2021-07  RS: Special Survey Date: 2021-07-19 Class Notation: KM(*) Ice2 (hull, machinery) R2 AUT1-ICS BWM(T) CONT(deck and cargo hold) DG(bulk) DG(pack)",10812,4.53,".000",3455,"Unknown","NULL","Alpha LLC","JSC GTLK","Russia","Alpha LLC","JSC GTLK","Russia","Alpha LLC","Russia","Alpha LLC","Krasnoye Sormovo",6305,8157,141,137.08,"Russia",".00","DF","Distillate Fuel"
"328","40.773224","28.8924","4.699999809265137","310.29998779296875","304.0","0.0","0.0","2022-02-16 14:47:00",538008955,"75","DORYSIA",2010,"Korea, South",20101026,"Bulk Carrier-Large Handy","Bulk Carriers","MAI",202005,"Marshall Islands","Majuro","V7A2947","Jlauritzen","Det Norske Veritas (2020-05-00) NV: Special Survey Date: 2020-12-24 Class Notation: (+) 1A1 Bulk carrier BC(A) BIS BWM(E(s)) COAT-PSPC(B) CSR E0 ESP Grab(20 t) Holds(2,4)may be empty TMON",45337,10.918,178.93,12334,"Gard",8900000,"Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","","Caliber Maritime SA-LIB","Hyundai Mipo Dockyard Co Ltd",22691,36863,187,178,"Greece",160,"DF","Distillate Fuel"
"329","44.21308","37.75878","6.300000190734862","195.6000061035156","511.0","-128.0","0.0","2022-02-16 02:22:00",667001368,"75","BANU",1986,"United Kingdom",20150624,"General Cargo <=4,999 dwt","Dry Cargo/Passenger","SIE",202012,"Sierra Leone","Freetown","9LU2171","","Dromon Bureau of Shipping (2020-12-00)",1836,3.899,54.9,552,"Unknown","NULL","Evrim Maritime Co","Unknown","","Evrim Maritime Co","Evrim Maritime Co","Marshall Islands","Evrim Maritime Co","","Evrim Maritime Co","Yorkshire D.D.",794,1400,58.3,54.72,"Turkey",32,"DF","Distillate Fuel"
"330","44.600773","37.922565000000006","0.30000001192092896","158.39999389648438","144.0","0.0","1.0","2022-02-16 15:13:00",273353480,"75","RENE",1989,"Bulgaria",20130124,"Tanker-<=4,999dwt","Tankers","RUS",201211,"Russia","Novorossiysk","UBCJ8","","Russian Maritime Register (2012-11-00) RS: Special Survey Date: 2022-12-21 Class Notation: KM(*) Ice3 R2 oil tanker(>60A degree C)(ESP)",3845,5.375,".000",1014,"Unknown","NULL","Unknown","Tanker Service Co Ltd","Russia","Tanker Service Co Ltd","Tanker Service Co Ltd","Russia","Tanker Service Co Ltd","Russia","Unknown","Ivan Dimitrov",1896,3365,77.53,73.24,"Russia",".00","YY","Yes, But Type Not Known"
"331","40.67572","29.309922999999998","0.20000000298023224","281.79998779296875","354.0","0.0","0.0","2022-02-16 14:52:00",244010871,"75","HEEMSKERKGRACHT",2009,"China, People's Republic Of",20090821,"General Cargo 10,000-14,999dwt","Dry Cargo/Passenger","NTH",201609,"Netherlands","Amsterdam","PBOQ","","Bureau Veritas (2022-04-00) BV: Special Survey Date: 2022-04-12 Class Notation: I General cargo ship -heavycargo,-equipped for carriage of containers, GREEN PASSPORT EU ,  AUT-UMS , MON-SHAFT , ICE CLASS IA , GRABLOADING , INWATERSURVEY Service Restriction: Unrestricted navigation",17972,8,130.71,4260,"Standard Club",8300000,"Spliethoff's Bevrachtings BV","Spliethoff's Bevrachtings BV","Netherlands","Spliethoff's Bevrachtings BV","Rederij Heemskerkgracht","Netherlands","Spliethoff's Bevrachtings BV","Netherlands","Spliethoff's Bevrachtings BV","Jiangdong Shipyard",9611,12678,138.12,130,"Netherlands",130,"DF","Distillate Fuel"
"332","41.388084","29.031816","0.10000000149011612","273.0","92.0","0.0","0.0","2022-02-16 14:52:00",374540000,"75","HTK NEPTUNE",2007,"Japan",20070807,"Bulk Carrier-Large Handy","Dry Cargo/Passenger","PAN",201812,"Panama","Panama","3FDD","Falcon","Nippon Kaiji Kyokai (2007-08-00)Survey Type: Date: 2007-08  NK: Special Survey Date: 2020-06-06 Class Notation: NS(BC-A)(IWS)(IHM) /MNSCHG, MPP, LSA, RCF, AFS, BWM",45382,10.85,170.58,12674,"West of England",11500000,"HTK Shipping & Import Export","Vietnam Govt","Vietnam","HTK Shipping & Import Export","HTK Shipping & Import Export","Vietnam","HTK Shipping & Import Export","Vietnam","HTK Shipping & Import Export","Saiki Heavy Industries Co Ltd",22698,37426,177.8,169.8,"Vietnam",285,"DF","Distillate Fuel"
"333","40.86472","28.828876","7.800000190734862","81.69999694824219","81.0","-5.0","0.0","2022-02-16 06:57:00",371773000,"75","RHINE RIVER",2007,"Russia",20070615,"General Cargo 5,000-9,999 dwt","Dry Cargo/Passenger","PAN",202008,"Panama","Panama","H8WV","","Registro Italiano Navale (2020-08-00)Survey Type: Date: 2007-06  RI: Special Survey Date: 2017-06-29 Class Notation: C+ general cargo ship - double side-skin MN (+)AUT-UMS ICE CLASS IC Service Restriction: Special International",8612,5.06,117.06,2841,"Unknown","NULL","Rivers Group Denizcilik Ltd","Rivers Group Denizcilik Ltd","Turkey","Rivers Group Denizcilik Ltd","Rhine River Shipping Corp","Panama","Rivers Group Denizcilik Ltd","Turkey","Rivers Group Denizcilik Ltd","Krasnoye Sormovo",4922,6354,121.7,114.22,"Turkey",103,"DF","Distillate Fuel"
"334","41.410282","29.02885","0.10000000149011612","288.0","118.0","0.0","0.0","2022-02-16 21:37:00",374540000,"75","HTK NEPTUNE",2007,"Japan",20070807,"Bulk Carrier-Large Handy","Dry Cargo/Passenger","PAN",201812,"Panama","Panama","3FDD","Falcon","Nippon Kaiji Kyokai (2007-08-00)Survey Type: Date: 2007-08  NK: Special Survey Date: 2020-06-06 Class Notation: NS(BC-A)(IWS)(IHM) /MNSCHG, MPP, LSA, RCF, AFS, BWM",45382,10.85,170.58,12674,"West of England",11500000,"HTK Shipping & Import Export","Vietnam Govt","Vietnam","HTK Shipping & Import Export","HTK Shipping & Import Export","Vietnam","HTK Shipping & Import Export","Vietnam","HTK Shipping & Import Export","Saiki Heavy Industries Co Ltd",22698,37426,177.8,169.8,"Vietnam",285,"DF","Distillate Fuel"
"335","44.15617","28.643440000000002","0.10000000149011612","139.10000610351562","186.0","0.0","5.0","2022-02-16 23:01:00",636021019,"75","DISCOVERY",2012,"China, People's Republic Of",20121018,"Bulk Carrier-Large Handy","Bulk Carriers","LIB",202108,"Liberia","Monrovia","5LBV8","","Nippon Kaiji Kyokai (2013-09-00) NK: Special Survey Date: 2017-08-21 Class Notation: NS(CSR, BC-A, BC-XII, GRAB 25, PSPC-WBT)(IC IS)(ESP)(IWS)(PSCM)(IHM) /MNSCHG, MPP, LSA, RCF, M0, AFS, BWM",46970,10.518,183.682,12191,"Swedish Club",14200000,"BSM GR Management Ltd","Costamare Shipping Co SA","Greece","Costamare Shipping Co SA","Cavalaire Marine Corp","Liberia","Costamare Shipping Co SA","Greece","BSM GR Management Ltd","Zhejiang Ouhua Shipbuilding Co",24195,37019,189.99,183.68,"Greece",130,"DF","Distillate Fuel"
"336","41.410717","29.026283000000003","0.10000000149011612","183.0","60.0","0.0","0.0","2022-02-16 22:38:00",374540000,"75","HTK NEPTUNE",2007,"Japan",20070807,"Bulk Carrier-Large Handy","Dry Cargo/Passenger","PAN",201812,"Panama","Panama","3FDD","Falcon","Nippon Kaiji Kyokai (2007-08-00)Survey Type: Date: 2007-08  NK: Special Survey Date: 2020-06-06 Class Notation: NS(BC-A)(IWS)(IHM) /MNSCHG, MPP, LSA, RCF, AFS, BWM",45382,10.85,170.58,12674,"West of England",11500000,"HTK Shipping & Import Export","Vietnam Govt","Vietnam","HTK Shipping & Import Export","HTK Shipping & Import Export","Vietnam","HTK Shipping & Import Export","Vietnam","HTK Shipping & Import Export","Saiki Heavy Industries Co Ltd",22698,37426,177.8,169.8,"Vietnam",285,"DF","Distillate Fuel"
"337","40.787067","28.896053000000002","0.30000001192092896","129.19999694824222","47.0","0.0","0.0","2022-02-16 22:37:00",538008955,"75","DORYSIA",2010,"Korea, South",20101026,"Bulk Carrier-Large Handy","Bulk Carriers","MAI",202005,"Marshall Islands","Majuro","V7A2947","Jlauritzen","Det Norske Veritas (2020-05-00) NV: Special Survey Date: 2020-12-24 Class Notation: (+) 1A1 Bulk carrier BC(A) BIS BWM(E(s)) COAT-PSPC(B) CSR E0 ESP Grab(20 t) Holds(2,4)may be empty TMON",45337,10.918,178.93,12334,"Gard",8900000,"Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","","Caliber Maritime SA-LIB","Hyundai Mipo Dockyard Co Ltd",22691,36863,187,178,"Greece",160,"DF","Distillate Fuel"
"338","40.925232","28.963966","9.899999618530273","310.29998779296875","511.0","","","2022-02-16 22:42:00",271040397,"75","KAYA BENER",2010,"Turkey",20100225,"Tanker-<=4,999dwt","Tankers","TRK",201002,"Turkey","Istanbul","TCXV4","","Turk Loydu (2016-06-00)Survey Type: Date: 2010-02",0,4.39,".000",370,"Unknown","NULL","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","Turkey","ABG Tarim ve Deniz","Hat-San Shipyard",975,1524,64.43,59.15,"Turkey",".00","YY","Yes, But Type Not Known"
"339","40.862334999999995","28.900309999999998","5.800000190734862","29.20000076293945","25.0","0.0","0.0","2022-02-16 22:42:00",371999000,"75","FILIA JOY",2009,"China, People's Republic Of",20091104,"Bulk Carrier-Supra/Ultramax","Bulk Carriers","PAN",200911,"Panama","Panama","3FIN9","CNR","Bureau Veritas (2009-09-00)Survey Type: Date: 2009-11  BV: Special Survey Date: 2019-12-13 Class Notation: I Bulk carrier BC-A ( maximum cargo density 3.00 t/m3; holds 2,4 may be empty) ESP, VeriSTAR-HULL ,  AUT-UMS , MON-SHAFT , INWATERSURVEY Service Restriction: Unrestricted navigation",63708,12.49,183.04,18159,"North of England","NULL","Pitiousa Shipping SA","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Filia Joy Shipping Co SA","Panama","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Yangzhou Dayang Shipbuilding",31117,53473,189.99,182,"Greece",230,"DF","Distillate Fuel"
"340","40.82649","28.885267","0.30000001192092896","229.6000061035156","181.0","0.0","0.0","2022-02-16 07:07:00",371999000,"75","FILIA JOY",2009,"China, People's Republic Of",20091104,"Bulk Carrier-Supra/Ultramax","Bulk Carriers","PAN",200911,"Panama","Panama","3FIN9","CNR","Bureau Veritas (2009-09-00)Survey Type: Date: 2009-11  BV: Special Survey Date: 2019-12-13 Class Notation: I Bulk carrier BC-A ( maximum cargo density 3.00 t/m3; holds 2,4 may be empty) ESP, VeriSTAR-HULL ,  AUT-UMS , MON-SHAFT , INWATERSURVEY Service Restriction: Unrestricted navigation",63708,12.49,183.04,18159,"North of England","NULL","Pitiousa Shipping SA","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Filia Joy Shipping Co SA","Panama","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Yangzhou Dayang Shipbuilding",31117,53473,189.99,182,"Greece",230,"DF","Distillate Fuel"
"341","40.810123","28.888937","0.4000000059604645","345.79998779296875","334.0","0.0","0.0","2022-02-16 13:37:00",371999000,"75","FILIA JOY",2009,"China, People's Republic Of",20091104,"Bulk Carrier-Supra/Ultramax","Bulk Carriers","PAN",200911,"Panama","Panama","3FIN9","CNR","Bureau Veritas (2009-09-00)Survey Type: Date: 2009-11  BV: Special Survey Date: 2019-12-13 Class Notation: I Bulk carrier BC-A ( maximum cargo density 3.00 t/m3; holds 2,4 may be empty) ESP, VeriSTAR-HULL ,  AUT-UMS , MON-SHAFT , INWATERSURVEY Service Restriction: Unrestricted navigation",63708,12.49,183.04,18159,"North of England","NULL","Pitiousa Shipping SA","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Filia Joy Shipping Co SA","Panama","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Yangzhou Dayang Shipbuilding",31117,53473,189.99,182,"Greece",230,"DF","Distillate Fuel"
"342","40.736965000000005","28.926514","0.5","129.80000305175778","354.0","0.0","0.0","2022-02-16 13:22:00",538008955,"75","DORYSIA",2010,"Korea, South",20101026,"Bulk Carrier-Large Handy","Bulk Carriers","MAI",202005,"Marshall Islands","Majuro","V7A2947","Jlauritzen","Det Norske Veritas (2020-05-00) NV: Special Survey Date: 2020-12-24 Class Notation: (+) 1A1 Bulk carrier BC(A) BIS BWM(E(s)) COAT-PSPC(B) CSR E0 ESP Grab(20 t) Holds(2,4)may be empty TMON",45337,10.918,178.93,12334,"Gard",8900000,"Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","","Caliber Maritime SA-LIB","Hyundai Mipo Dockyard Co Ltd",22691,36863,187,178,"Greece",160,"DF","Distillate Fuel"
"343","44.156155","28.643476","0.10000000149011612","45.5","185.0","0.0","5.0","2022-02-16 12:59:00",636021019,"75","DISCOVERY",2012,"China, People's Republic Of",20121018,"Bulk Carrier-Large Handy","Bulk Carriers","LIB",202108,"Liberia","Monrovia","5LBV8","","Nippon Kaiji Kyokai (2013-09-00) NK: Special Survey Date: 2017-08-21 Class Notation: NS(CSR, BC-A, BC-XII, GRAB 25, PSPC-WBT)(IC IS)(ESP)(IWS)(PSCM)(IHM) /MNSCHG, MPP, LSA, RCF, M0, AFS, BWM",46970,10.518,183.682,12191,"Swedish Club",14200000,"BSM GR Management Ltd","Costamare Shipping Co SA","Greece","Costamare Shipping Co SA","Cavalaire Marine Corp","Liberia","Costamare Shipping Co SA","Greece","BSM GR Management Ltd","Zhejiang Ouhua Shipbuilding Co",24195,37019,189.99,183.68,"Greece",130,"DF","Distillate Fuel"
"344","40.389683000000005","27.995586","0.10000000149011612","79.4000015258789","165.0","0.0","1.0","2022-02-16 21:54:00",273298020,"75","NIKOLAI LEONOV",2021,"Russia",20210719,"General Cargo 5,000-9,999 dwt","Dry Cargo/Passenger","RUS",202107,"Russia","Taganrog","UBLV9","","Russian Maritime Register (2021-07-00)Survey Type: Date: 2021-07  RS: Special Survey Date: 2021-07-19 Class Notation: KM(*) Ice2 (hull, machinery) R2 AUT1-ICS BWM(T) CONT(deck and cargo hold) DG(bulk) DG(pack)",10812,4.53,".000",3455,"Unknown","NULL","Alpha LLC","JSC GTLK","Russia","Alpha LLC","JSC GTLK","Russia","Alpha LLC","Russia","Alpha LLC","Krasnoye Sormovo",6305,8157,141,137.08,"Russia",".00","DF","Distillate Fuel"
"345","41.4109","29.026583000000002","0.10000000149011612","229.0","76.0","0.0","0.0","2022-02-16 22:22:00",374540000,"75","HTK NEPTUNE",2007,"Japan",20070807,"Bulk Carrier-Large Handy","Dry Cargo/Passenger","PAN",201812,"Panama","Panama","3FDD","Falcon","Nippon Kaiji Kyokai (2007-08-00)Survey Type: Date: 2007-08  NK: Special Survey Date: 2020-06-06 Class Notation: NS(BC-A)(IWS)(IHM) /MNSCHG, MPP, LSA, RCF, AFS, BWM",45382,10.85,170.58,12674,"West of England",11500000,"HTK Shipping & Import Export","Vietnam Govt","Vietnam","HTK Shipping & Import Export","HTK Shipping & Import Export","Vietnam","HTK Shipping & Import Export","Vietnam","HTK Shipping & Import Export","Saiki Heavy Industries Co Ltd",22698,37426,177.8,169.8,"Vietnam",285,"DF","Distillate Fuel"
"346","40.743626","28.920883","0.30000001192092896","145.39999389648438","13.0","0.0","0.0","2022-02-16 11:47:00",538008955,"75","DORYSIA",2010,"Korea, South",20101026,"Bulk Carrier-Large Handy","Bulk Carriers","MAI",202005,"Marshall Islands","Majuro","V7A2947","Jlauritzen","Det Norske Veritas (2020-05-00) NV: Special Survey Date: 2020-12-24 Class Notation: (+) 1A1 Bulk carrier BC(A) BIS BWM(E(s)) COAT-PSPC(B) CSR E0 ESP Grab(20 t) Holds(2,4)may be empty TMON",45337,10.918,178.93,12334,"Gard",8900000,"Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","","Caliber Maritime SA-LIB","Hyundai Mipo Dockyard Co Ltd",22691,36863,187,178,"Greece",160,"DF","Distillate Fuel"
"347","40.810665","28.888702000000002","0.30000001192092896","342.8999938964844","335.0","0.0","0.0","2022-02-16 13:42:00",371999000,"75","FILIA JOY",2009,"China, People's Republic Of",20091104,"Bulk Carrier-Supra/Ultramax","Bulk Carriers","PAN",200911,"Panama","Panama","3FIN9","CNR","Bureau Veritas (2009-09-00)Survey Type: Date: 2009-11  BV: Special Survey Date: 2019-12-13 Class Notation: I Bulk carrier BC-A ( maximum cargo density 3.00 t/m3; holds 2,4 may be empty) ESP, VeriSTAR-HULL ,  AUT-UMS , MON-SHAFT , INWATERSURVEY Service Restriction: Unrestricted navigation",63708,12.49,183.04,18159,"North of England","NULL","Pitiousa Shipping SA","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Filia Joy Shipping Co SA","Panama","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Yangzhou Dayang Shipbuilding",31117,53473,189.99,182,"Greece",230,"DF","Distillate Fuel"
"348","40.809494","28.88963","0.4000000059604645","144.6999969482422","335.0","0.0","0.0","2022-02-16 13:57:00",371999000,"75","FILIA JOY",2009,"China, People's Republic Of",20091104,"Bulk Carrier-Supra/Ultramax","Bulk Carriers","PAN",200911,"Panama","Panama","3FIN9","CNR","Bureau Veritas (2009-09-00)Survey Type: Date: 2009-11  BV: Special Survey Date: 2019-12-13 Class Notation: I Bulk carrier BC-A ( maximum cargo density 3.00 t/m3; holds 2,4 may be empty) ESP, VeriSTAR-HULL ,  AUT-UMS , MON-SHAFT , INWATERSURVEY Service Restriction: Unrestricted navigation",63708,12.49,183.04,18159,"North of England","NULL","Pitiousa Shipping SA","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Filia Joy Shipping Co SA","Panama","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Yangzhou Dayang Shipbuilding",31117,53473,189.99,182,"Greece",230,"DF","Distillate Fuel"
"349","40.801235","28.90105","1.100000023841858","204.8999938964844","231.0","0.0","0.0","2022-02-16 20:17:00",371999000,"75","FILIA JOY",2009,"China, People's Republic Of",20091104,"Bulk Carrier-Supra/Ultramax","Bulk Carriers","PAN",200911,"Panama","Panama","3FIN9","CNR","Bureau Veritas (2009-09-00)Survey Type: Date: 2009-11  BV: Special Survey Date: 2019-12-13 Class Notation: I Bulk carrier BC-A ( maximum cargo density 3.00 t/m3; holds 2,4 may be empty) ESP, VeriSTAR-HULL ,  AUT-UMS , MON-SHAFT , INWATERSURVEY Service Restriction: Unrestricted navigation",63708,12.49,183.04,18159,"North of England","NULL","Pitiousa Shipping SA","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Filia Joy Shipping Co SA","Panama","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Yangzhou Dayang Shipbuilding",31117,53473,189.99,182,"Greece",230,"DF","Distillate Fuel"
"350","40.791767","28.888503999999998","0.30000001192092896","134.60000610351562","48.0","0.0","0.0","2022-02-16 21:07:00",538008955,"75","DORYSIA",2010,"Korea, South",20101026,"Bulk Carrier-Large Handy","Bulk Carriers","MAI",202005,"Marshall Islands","Majuro","V7A2947","Jlauritzen","Det Norske Veritas (2020-05-00) NV: Special Survey Date: 2020-12-24 Class Notation: (+) 1A1 Bulk carrier BC(A) BIS BWM(E(s)) COAT-PSPC(B) CSR E0 ESP Grab(20 t) Holds(2,4)may be empty TMON",45337,10.918,178.93,12334,"Gard",8900000,"Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","Banc of America Leasing","United States Of America","Caliber Maritime SA-LIB","","Caliber Maritime SA-LIB","Hyundai Mipo Dockyard Co Ltd",22691,36863,187,178,"Greece",160,"DF","Distillate Fuel"
"351","40.801968","29.171166999999997","10.5","299.79998779296875","511.0","","","2022-02-16 21:33:00",271040397,"75","KAYA BENER",2010,"Turkey",20100225,"Tanker-<=4,999dwt","Tankers","TRK",201002,"Turkey","Istanbul","TCXV4","","Turk Loydu (2016-06-00)Survey Type: Date: 2010-02",0,4.39,".000",370,"Unknown","NULL","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","ATY Gemi Isletmeciligi Sanayi","Turkey","ABG Tarim ve Deniz","Turkey","ABG Tarim ve Deniz","Hat-San Shipyard",975,1524,64.43,59.15,"Turkey",".00","YY","Yes, But Type Not Known"
"352","40.883026","28.915264","5.599999904632568","46.599998474121094","52.0","0.0","0.0","2022-02-16 22:57:00",371999000,"75","FILIA JOY",2009,"China, People's Republic Of",20091104,"Bulk Carrier-Supra/Ultramax","Bulk Carriers","PAN",200911,"Panama","Panama","3FIN9","CNR","Bureau Veritas (2009-09-00)Survey Type: Date: 2009-11  BV: Special Survey Date: 2019-12-13 Class Notation: I Bulk carrier BC-A ( maximum cargo density 3.00 t/m3; holds 2,4 may be empty) ESP, VeriSTAR-HULL ,  AUT-UMS , MON-SHAFT , INWATERSURVEY Service Restriction: Unrestricted navigation",63708,12.49,183.04,18159,"North of England","NULL","Pitiousa Shipping SA","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Filia Joy Shipping Co SA","Panama","Pitiousa Shipping SA","Greece","Pitiousa Shipping SA","Yangzhou Dayang Shipbuilding",31117,53473,189.99,182,"Greece",230,"DF","Distillate Fuel"
